compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
train	usa-today_2016-07-26_protesters-push-through-intense-	2	6b86	usa-today	2016-07-26	Kevin Johnson,, Natalie DiBlasio, and Aamer Madhani	Protesters push through intense heat and storms; Crowds refuse to let inhospitable weather interfere with expression	0	2	None	None
train	usa-today_2016-07-27_black-lives-matter-seeks-clinton	16	4b22	usa-today	2016-07-27	Aamer Madhani, and Kevin Johnson, USA TODAY	Black Lives Matter seeks Clinton's ear; One protest organizer says party platform ignores movement	1	7	None	None
train	usa-today_2016-07-27_clinton-still-faces-a-spoiler-in	9	d473	usa-today	2016-07-27	Aamer Madhani, and Kevin Johnson, USA TODAY	Clinton still faces a spoiler in Green Party's Jill Stein; Some miffed Sanders supporters threaten to cast protest votes	2	8	None	None
train	usa-today_2016-07-27_michelle-obama-made-america-pay-	13	4b22|4e07|5fec|6b86|d473|ef2d	usa-today	2016-07-27		Michelle Obama made America pay attention	0	2	None	None
train	usa-today_2016-07-28_the-hillary-speech-we-d-like-to-	6	d473	usa-today	2016-07-28		The Hillary speech we'd like to hear	3	3	None	None
train	usa-today_2016-07-29_oops-gunplay-didn-t-disrupt-gop-	19	5fec	usa-today	2016-07-29	Brett M. Decker	Oops! Gunplay didn't disrupt GOP convention	2	0	None	None
train	usa-today_2016-08-09_khans-trump-stirs-ugliness-musli	16	4e07	usa-today	2016-08-09		Khans: Trump stirs 'ugliness'; Muslim couple cope with sudden fame, politics in the glare of the spotlight	11	0	None	None
train	usa-today_2016-08-10_historians-clinton-obama-linked-	16	d473	usa-today	2016-08-10	Eliza Collins, USA TODAY	Historians: Clinton, Obama linked no matter what; Her fate in November election hinges on Obama's popularity at the time, analyst says	7	17	None	None
train	usa-today_2016-08-10_nd-amendment-people-his-secret-w	9	6b86	usa-today	2016-08-10	Eliza Collins, USA TODAY	'2nd Amendment people' his secret weapon, Trump hints; Says Clinton would stack Supreme Court against gun advocates	11	7	None	None
train	usa-today_2016-08-10_parents-of-two-benghazi-victims-	2	6b86	usa-today	2016-08-10	Cooper Allen, @coopallen, USA TODAY	Parents of two Benghazi victims sue Hillary Clinton; Longtime Clinton foe files wrongful death claim for clients	0	6	None	None
train	usa-today_2016-08-16_millenials-aren-t-buying-trump-s	6	ef2d	usa-today	2016-08-16		Millenials aren't buying Trump's media-blaming	11	7	None	None
train	usa-today_2016-08-16_millennials-agree-in-poll-on-tra	6	5fec	usa-today	2016-08-16	Susan Page, and Fernanda Crescente, USA TODAY	Millennials agree in poll on transgender bathroom issue; Opinions among older people are more closely divided	1	1	None	None
train	usa-today_2016-08-19_whigs-died-but-gop-can-survive	2	4b22	usa-today	2016-08-19	M. Thomas Davis	Whigs died, but GOP can survive	4	0	None	None
train	usa-today_2016-08-22_call-the-gop-s-bluff-on-merrick-	13	5fec	usa-today	2016-08-22	Aaron Kall	Call the GOP's bluff on Merrick Garland	1	4	None	None
train	usa-today_2016-08-22_trump-has-right-idea-on-immigrat	19	6b86	usa-today	2016-08-22		Trump has right idea on immigration policy	3	0	None	None
train	usa-today_2016-08-24_turkish-suspect-donated-to-clint	19	4b22	usa-today	2016-08-24	Paul Singer, @singernews, USA TODAY	Turkish suspect donated to Clinton; Manhunt underway for alleged coup plotter enmeshed in complex political network	0	2	None	None
train	usa-today_2016-08-31_abedin-needs-to-get-out-of-two-r	9	5fec	usa-today	2016-08-31		Abedin needs to get out of two relationships	0	2	None	None
train	usa-today_2016-09-01_trump-didn-t-need-to-meet-with-p	13	ef2d	usa-today	2016-09-01		Trump didn't need to meet with PeÃ±a Nieto	13	3	None	None
train	wash-post_2015-11-08_all-eggs-in-n-h-and-iowa-baskets	16	4b22	wash-post	2015-11-08	Philip Rucker,Robert Costa	All eggs in N.H. and Iowa baskets	3	1	None	None
train	wash-post_2015-11-08_in-satirizing-the-elite-a-mexica	20	4b22|4e07|5fec|6b86|d473|ef2d	wash-post	2015-11-08	Joshua Partlow	In satirizing the elite, a Mexican troupe starts with Trump	19	0	None	None
train	wash-post_2015-11-10_caught-fibbing-these-gop-candida	13	6b86	wash-post	2015-11-10	Jenna Johnson,David A. Fahrenthold	Caught fibbing, these GOP candidates remain defiant	17	1	None	None
train	wash-post_2015-11-10_opposition-appears-to-win-landsl	13	d473	wash-post	2015-11-10	Annie Gowen	Opposition appears to win landslide in Burma	0	1	None	None
train	wash-post_2015-11-13_cruz-rubio-take-off-the-kid-glov	9	ef2d	wash-post	2015-11-13	Katie Zezima,David Weigel	Cruz, Rubio take off the kid gloves and put on the boxing gloves	2	0	None	None
train	wash-post_2015-11-15_carnage-renews-debate-over-milit	16	ef2d	wash-post	2015-11-15	Anne Gearan	Carnage renews debate over military and terrorism	7	10	None	None
train	wash-post_2015-11-16_clinton-s-claim-that-percent-of-	9	5fec	wash-post	2015-11-16	Glenn Kessler	Clinton's claim that 90 percent of her e-mails were 'in the system' is her camp's calculation	0	6	None	None
train	wash-post_2015-11-16_clinton-s-missteps-at-debate-arm	20	6b86	wash-post	2015-11-16	Abby Phillip,David Weigel	Clinton's missteps at debate arm her rivals	0	28	None	None
train	wash-post_2015-11-17_republicans-turning-their-backs-	6	4b22	wash-post	2015-11-17	Dana Milbank	Republicans turning their backs on tolerance	3	0	None	None
train	wash-post_2015-11-23_seven-gop-presidential-hopefuls-	2	ef2d	wash-post	2015-11-23	Chris Cillizza	Seven GOP presidential hopefuls who could still make a case	8	0	None	None
train	wash-post_2015-11-24_pfizer-deal-s-tax-strategy-assai	6	d473	wash-post	2015-11-24	Carolyn Y. Johnson,Renae Merle	Pfizer deal's tax strategy assailed	1	1	None	None
train	wash-post_2015-12-04_a-killing-and-video-test-emanuel	2	d473	wash-post	2015-12-04	Peter Slevin,Juliet Eilperin	A killing and video test Emanuel's political skill	0	1	None	None
train	wash-post_2015-12-10_netanyahu-rejects-trump-s-remark	2	5fec	wash-post	2015-12-10	William Booth	Netanyahu rejects Trump's remarks about Muslims but will meet with him	16	0	None	None
train	wash-post_2015-12-12_misinformation-enters-mainstream	13	5fec	wash-post	2015-12-12	Paul Farhi	Misinformation enters mainstream with Trump	22	0	None	None
train	wash-post_2015-12-13_agreement-is-a-big-win-for-obama	2	4e07	wash-post	2015-12-13	Steven Mufson	Agreement is a big win for Obama, the idealist, the pragmatist and the hopeful	0	1	None	None
train	wash-post_2015-12-13_misinformation-enters-mainstream	20	4e07	wash-post	2015-12-13	Paul Farhi	Misinformation enters mainstream with Trump	22	0	None	None
train	wash-post_2015-12-20_democratic-candidates-pivot-shar	6	4e07	wash-post	2015-12-20	Karen Tumulty	Democratic candidates pivot sharply from GOP script on tackling terrorism	4	6	None	None
train	wash-post_2015-12-20_marco-rubio-s-strategic-stances	9	4e07	wash-post	2015-12-20	Sean Sullivan,David A. Fahrenthold	Marco Rubio's strategic stances	2	0	None	None
train	wash-post_2015-12-22_as-spotlight-shines-on-trump-and	9	6b86	wash-post	2015-12-22	Anne Gearan,Dan Balz	As spotlight shines on Trump and GOP, Clinton is gathering her strength	4	23	None	None
train	wash-post_2015-12-23_as-spotlight-shines-on-trump-and	20	d473	wash-post	2015-12-23	Anne Gearan,Dan Balz	As spotlight shines on Trump and GOP, Clinton is gathering her strength	4	23	None	None
train	wash-post_2015-12-24_ted-cruz-constitutional-conserva	6	ef2d	wash-post	2015-12-24	James Hohmann	Ted Cruz: Constitutional conservative or another typical career politician?	1	0	None	None
train	wash-post_2015-12-28_tug-of-war-in-central-asia	13	4b22	wash-post	2015-12-28	Simon Denyer	Tug of war in Central Asia	0	1	None	None
train	wash-post_2016-01-07_germany-targets-a-surge-of-vitri	16	5fec	wash-post	2016-01-07	Anthony Faiola	Germany targets a surge of vitriol	1	0	None	None
train	wash-post_2016-01-07_ig-report-state-was-inaccurate-o	16	6b86	wash-post	2016-01-07	Carol D. Leonnig,Rosalind S. Helderman	IG report: State was inaccurate on Clinton	0	3	None	None
train	wash-post_2016-01-13_democratic-tensions-escalate-ove	13	ef2d	wash-post	2016-01-13	Jerry Markon,David Nakamura	Democratic tensions escalate over deportation raids	1	0	None	None
train	wash-post_2016-01-16_ex-cia-chief-in-benghazi-breaks-	20	ef2d	wash-post	2016-01-16	Adam Goldman,Greg Miller	Ex-CIA chief in Benghazi breaks silence to dispute film	0	1	None	None
train	wash-post_2016-01-17_cruz-glad-to-finish-fight-with-t	16	5fec	wash-post	2016-01-17	David Weigel,Katie Zezima	Cruz 'glad to finish' fight with Trump	33	1	None	None
train	wash-post_2016-01-18_a-sharper-tone-as-stakes-rise	16	4e07	wash-post	2016-01-18	Anne Gearan,Philip Rucker	A sharper tone as stakes rise	0	32	None	None
train	wash-post_2016-01-20_fiorina-pushed-ahead-and-paid-a-	2	ef2d	wash-post	2016-01-20	Drew Harwell,Danielle Paquette	Fiorina pushed ahead - and paid a price	1	0	None	None
train	wash-post_2016-01-24_mired-in-third-place-rubio-prepa	9	4b22	wash-post	2016-01-24	Sean Sullivan	Mired in third place, Rubio prepares for a long, drawn-out Republican race	5	1	None	None
train	wash-post_2016-01-28_senator-from-vermont-steps-off-c	6	6b86	wash-post	2016-01-28	John Wagner,Juliet Eilperin	Senator from Vermont steps off campaign trail to stop by White House	0	7	None	None
train	wash-post_2016-01-31_can-the-gop-establishment-stop-t	6	5fec	wash-post	2016-01-31	Dan Balz	Can the GOP establishment stop Trump and Cruz?	11	0	None	None
train	wash-post_2016-01-31_clinton-team-quietly-lining-up-l	9	d473	wash-post	2016-01-31	Philip Rucker	Clinton team quietly lining up long-term plan	0	27	None	None
train	wash-post_2016-01-31_state-calls-emails-of-clinton-to	2	4b22	wash-post	2016-01-31	Rosalind S. Helderman,Tom Hamburger	State calls 22 emails of Clinton 'top secret'	1	35	None	None
train	wash-post_2016-02-02_no-clear-favorites-going-into-ne	20	5fec	wash-post	2016-02-02	Dan Balz	No clear favorites going into New Hampshire	10	5	None	None
train	wash-post_2016-02-05_in-the-democrats-debate-some-fam	13	4e07	wash-post	2016-02-05	Glenn Kessler	In the Democrats' debate, some familiar embellishments	0	8	None	None
train	wash-post_2016-02-09_barbs-and-pleas-before-n-h-vote	13	5fec	wash-post	2016-02-09	Dan Balz,Philip Rucker	Barbs and pleas before N.H. vote	12	11	None	None
train	wash-post_2016-02-10_after-a-big-loss-clinton-looks-f	9	ef2d	wash-post	2016-02-10	John Wagner,Anne Gearan	After a big loss, Clinton looks for pace to quicken	0	20	None	None
train	wash-post_2016-02-12_cruz-reboots-his-attacks-on-trum	6	4b22	wash-post	2016-02-12	David Weigel,Katie Zezima	Cruz reboots his attacks on Trump	25	2	None	None
train	wash-post_2016-02-14_nomination-questions-are-likely-	16	d473	wash-post	2016-02-14	Karen Tumulty	Nomination questions are likely to move to fore in race	3	2	None	None
train	wash-post_2016-02-17_sanders-and-clinton-see-black-vo	3	4b22|4e07|5fec|6b86|d473|ef2d	wash-post	2016-02-17	Neely Tucker,John Wagner	Sanders and Clinton see black votes as key in S.C.	0	17	None	None
train	wash-post_2016-02-19_gowdy-promises-benghazi-panel-re	20	d473	wash-post	2016-02-19	Elise Viebeck	Gowdy promises Benghazi panel report 'as soon as possible'	0	1	None	None
train	wash-post_2016-02-21_oregon-occupier-uses-st-amendmen	6	5fec	wash-post	2016-02-21	Leah Sottile	Oregon occupier uses 1st Amendment defense	0	2	None	None
train	wash-post_2016-03-03_push-inside-gop-to-upend-trump	9	5fec	wash-post	2016-03-03	Matea Gold,Philip Rucker,Tom Hamburger	Push inside GOP to upend Trump	39	0	None	None
train	wash-post_2016-03-03_staffer-who-set-up-clinton-email	13	6b86	wash-post	2016-03-03	Adam Goldman	Staffer who set up Clinton email server gets immunity	0	6	None	None
train	wash-post_2016-03-04_blistering-attacks-upend-trump-s	2	6b86	wash-post	2016-03-04	Jenna Johnson	Blistering attacks upend Trump's pivot to statesman mode	36	0	None	None
train	wash-post_2016-03-04_in-china-wake-of-trump-s-super-t	20	4b22	wash-post	2016-03-04	Simon Denyer	In China, wake of Trump's Super Tuesday wins churns up unlikely supporters	10	2	None	None
train	wash-post_2016-03-05_some-emails-to-powell-rice-s-aid	16	4b22	wash-post	2016-03-05	Carol Morello	Some emails to Powell, Rice's aides sent to secure storage	0	1	None	None
train	wash-post_2016-03-10_after-hour-filibuster-missouri-s	3	4e07	wash-post	2016-03-10	Sandhya Somashekhar	After 39-hour filibuster, Missouri Senate passes bill criticized as anti-gay	0	1	None	None
train	wash-post_2016-03-10_scrappy-debate-signals-long-grin	9	d473	wash-post	2016-03-10	Dan Balz	Scrappy debate signals long grind	0	19	None	None
train	wash-post_2016-03-18_rabbis-vow-to-boycott-trump-spee	3	4b22	wash-post	2016-03-18	Rosalind S. Helderman	Rabbis vow to boycott Trump speech to pro-Israel group	46	2	None	None
train	wash-post_2016-03-18_why-obama-s-high-court-pick-migh	6	d473	wash-post	2016-03-18	James Hohmann	Why Obama's high-court pick might still fly - with the aid of a lame duck	4	5	None	None
train	wash-post_2016-03-22_presidential-candidates-promise-	13	4e07	wash-post	2016-03-22	Abby Phillip,Jenna Johnson	Presidential candidates promise they will stand by Israel	19	6	None	None
train	wash-post_2016-03-24_republicans-building-firewall-be	9	4e07	wash-post	2016-03-24	Matea Gold,Paul Kane	Republicans building firewall between Congress and Trump	14	0	None	None
train	wash-post_2016-03-24_stop-trumpers-here-are-some-reas	20	4b22	wash-post	2016-03-24	James Hohmann	Stop-Trumpers, here are some reasons to have hope (and some reasons not to)	18	3	None	None
train	wash-post_2016-03-29_calif-may-raise-minimum-wage-to-	20	4e07	wash-post	2016-03-29	Jim Tankersley,Lydia DePillis	Calif. may raise minimum wage to $15 by 2022	0	1	None	None
train	wash-post_2016-03-30_as-clinton-sanders-answer-union-	13	4b22	wash-post	2016-03-30	Joe Davidson	As Clinton, Sanders answer union's concerns, GOP hopefuls just ignore them	1	7	None	None
train	wash-post_2016-03-30_trump-sticking-by-his-campaign-m	6	ef2d	wash-post	2016-03-30	David A. Fahrenthold,Wesley Lowery	Trump sticking by his campaign manager despite battery charge	32	1	None	None
train	wash-post_2016-04-05_democratic-primaries-turn-into-a	16	6b86	wash-post	2016-04-05	Dana Milbank	Democratic primaries turn into a pillow fight	0	20	None	None
train	wash-post_2016-04-07_in-shift-mexico-to-stand-up-to-t	16	ef2d	wash-post	2016-04-07	Joshua Partlow	In shift, Mexico to stand up to Trump	9	0	None	None
train	wash-post_2016-04-09_trump-s-new-go-to-guy-no-strange	16	5fec	wash-post	2016-04-09	Catherine Ho	Trump's new go-to guy no stranger to controversial jobs	24	0	None	None
train	wash-post_2016-04-10_why-new-york-is-pivotal-for-clin	6	4e07	wash-post	2016-04-10	Dan Balz	Why New York is pivotal for Clinton and Sanders	0	21	None	None
train	wash-post_2016-04-15_democrats-to-sue-ariz-on-poll-ac	3	d473	wash-post	2016-04-15	Sari Horwitz	Democrats to sue Ariz. on poll access	0	6	None	None
train	wash-post_2016-04-17_cruz-wins-most-wyo-delegates-in-	3	5fec	wash-post	2016-04-17	David Weigel,Antonio Olivo	Cruz wins most Wyo. delegates in convention rout	27	1	None	None
train	wash-post_2016-04-17_donald-trump-is-not-a-racist-guy	9	5fec	wash-post	2016-04-17	Vanessa Williams	'Donald Trump is not a racist, guys'	35	0	None	None
train	wash-post_2016-04-18_sanders-says-his-private-meeting	20	ef2d	wash-post	2016-04-18	Anne Gearan	Sanders says his private meeting with Pope Francis is not an endorsement	0	1	None	None
train	wash-post_2016-04-20_beyond-victory-clinton-faces-dee	16	4e07	wash-post	2016-04-20	Dan Balz	Beyond victory, Clinton faces deep image problem	6	19	None	None
train	wash-post_2016-04-21_what-s-next-for-sanders-much-res	9	4b22	wash-post	2016-04-21	John Wagner,Dan Balz	What's next for Sanders? Much rests on his answer.	1	24	None	None
train	wash-post_2016-04-23_one-policy-that-trump-seems-to-u	20	6b86	wash-post	2016-04-23	MATT O'BRIEN	One policy that Trump seems to understand better than most Republicans	10	0	None	None
train	wash-post_2016-04-28_with-woman-s-card-trump-escalate	6	4e07	wash-post	2016-04-28	Anne Gearan,Katie Zezima	With 'woman's card,' Trump escalates debate	24	22	None	None
train	wash-post_2016-04-30_indiana-governor-endorses-cruz-b	13	ef2d	wash-post	2016-04-30	Sean Sullivan	Indiana governor endorses Cruz - but also has praise for front-runner	10	0	None	None
train	wash-post_2016-05-05_sanders-faces-tough-sell-in-gett	13	d473	wash-post	2016-05-05	Ed O'Keefe,John Wagner	Sanders faces tough sell in getting superdelegates to switch	0	15	None	None
train	wash-post_2016-05-09_for-outgoing-u-n-chief-climate-d	16	ef2d	wash-post	2016-05-09	Brady Dennis	For outgoing U.N. chief, climate deal was a top goal - and a top triumph	1	0	None	None
train	wash-post_2016-05-19_sanders-s-supporters-not-giving-	16	4b22	wash-post	2016-05-19	David Weigel	Sanders's supporters not giving up the fight	8	31	None	None
train	wash-post_2016-05-23_the-stark-campaign-contrasts-of-	13	4b22	wash-post	2016-05-23	Dan Balz	The stark campaign contrasts of Clinton and Trump	22	18	None	None
train	wash-post_2016-05-25_fundraisers-scorned-by-trump-on-	6	d473	wash-post	2016-05-25	Matea Gold	Fundraisers, scorned by Trump on trail, rally behind him	20	3	None	None
train	wash-post_2016-05-26_hacker-who-revealed-private-clin	3	ef2d	wash-post	2016-05-26	Matt Zapotosky	Hacker who revealed private Clinton email address admits to other intrusions	0	2	None	None
train	wash-post_2016-05-29_internal-trump-university-record	20	5fec	wash-post	2016-05-29	Tom Hamburger	Internal Trump University records must be released, federal judge rules	34	0	None	None
train	wash-post_2016-05-29_verizon-striking-unions-reach-fo	20	d473	wash-post	2016-05-29	Brian Fung	Verizon, striking unions reach four-year deal	0	1	None	None
train	wash-post_2016-06-01_voters-skeptical-as-clinton-vows	6	4b22	wash-post	2016-06-01	Philip Rucker	Voters skeptical as Clinton vows change	15	27	None	None
train	wash-post_2016-06-02_not-just-another-trump-vendetta	9	6b86	wash-post	2016-06-02	Jose A. DelReal,Katie Zezima	Not just another Trump vendetta	27	3	None	None
train	wash-post_2016-06-05_is-sanders-finally-connecting-wi	13	6b86	wash-post	2016-06-05	David Weigel	Is Sanders finally connecting with minority voters?	3	8	None	None
train	wash-post_2016-06-06_clinton-wins-puerto-rico-amid-ca	9	ef2d	wash-post	2016-06-06	Robert Costa,Abby Phillip,Anne Gearan	Clinton wins Puerto Rico amid Calif. fight	0	19	None	None
train	wash-post_2016-06-07_cleveland-shakes-off-rust-before	3	6b86	wash-post	2016-06-07	Mary Jordan	Cleveland shakes off rust before Trump rolls in	11	0	None	None
train	wash-post_2016-06-09_game-over-will-sanders-come-down	13	4e07	wash-post	2016-06-09	Dana Milbank	Game over. Will Sanders come down off the pique?	1	15	None	None
train	wash-post_2016-06-09_party-aims-to-heal-primary-wound	6	ef2d	wash-post	2016-06-09	Philip Rucker,Dan Balz	Party aims to heal primary wounds	5	28	None	None
train	wash-post_2016-06-13_responses-are-in-keeping-with-ca	13	ef2d	wash-post	2016-06-13	Juliet Eilperin,Robert Costa,Anne Gearan	Responses are in keeping with candidates' styles	23	10	None	None
train	wash-post_2016-06-14_trump-is-still-waging-a-primary-	20	5fec	wash-post	2016-06-14	Chris Cillizza	Trump is still waging a primary-campaign fight	16	2	None	None
train	wash-post_2016-06-14_we-are-in-shock-horrified-a-mosq	16	d473	wash-post	2016-06-14	Mary Jordan	'We are in shock, horrified': A mosque feels the spotlight	2	0	None	None
train	wash-post_2016-06-27_byline-amber-phillips	10	4e07	wash-post	2016-06-27		BYLINE: Amber Phillips	1	1	None	None
train	wash-post_2016-06-27_the-revolutionary-s-next-tactic-	16	4b22	wash-post	2016-06-27	David Weigel,John Wagner	The revolutionary's next tactic: Sanders offers a preview	3	16	None	None
train	wash-post_2016-06-28_ruling-solidifies-candidates-abo	6	5fec	wash-post	2016-06-28	Katie Zezima	Ruling solidifies candidates' abortion stances as a key factor in November	10	4	None	None
train	wash-post_2016-06-29_attempt-to-fund-zika-fight-dies-	20	6b86	wash-post	2016-06-29	Katie Zezima	Attempt to fund Zika fight dies amid bill's 'poison pills'	1	2	None	None
train	wash-post_2016-07-02_judge-blocks-mississippi-s-relig	10	4b22|4e07|5fec|6b86|d473|ef2d	wash-post	2016-07-02	Neely Tucker	Judge blocks Mississippi's 'religious liberty' law	1	0	None	None
train	wash-post_2016-07-03_trump-tweet-that-blasts-clinton-	3	ef2d	wash-post	2016-07-03	Emily Flitter	Trump tweet that blasts Clinton includes Star of David shape	10	2	None	None
train	wash-post_2016-07-06_understated-perez-raises-politic	3	4b22	wash-post	2016-07-06	Mary Jordan	Understated Perez raises political profile	3	8	None	None
train	wash-post_2016-07-13_after-review-clinton-s-emails-mi	3	6b86	wash-post	2016-07-13	Spencer S. Hsu	After review, Clinton's emails might be released	0	1	None	None
train	wash-post_2016-07-13_eric-trump-s-not-so-sure-father-	13	5fec	wash-post	2016-07-13	David A. Fahrenthold	Eric Trump's not so sure father gave his charity 'hundreds of thousands'	20	0	None	None
train	wash-post_2016-07-15_thin-skinned-trump-quells-critic	6	6b86	wash-post	2016-07-15	Frances Stead Sellers	'Thin-skinned' Trump quells critics with threats, lawsuits	64	1	None	None
train	wash-post_2016-07-15_truck-attack-in-france-kills-at-	16	4e07	wash-post	2016-07-15	William Branigin,Sarah Kaplan	Truck attack in France kills at least 80	2	0	None	None
train	wash-post_2016-07-16_new-iran-sanctions-bill-lacks-bi	3	5fec	wash-post	2016-07-16	Karoun Demirjian	New Iran sanctions bill lacks bipartisan support	1	1	None	None
train	wash-post_2016-07-20_beyond-plagiarism-a-bigger-issue	10	ef2d	wash-post	2016-07-20	Robert Costa,Dan Balz,Philip Rucker	Beyond plagiarism, a bigger issue: Is this team ready?	29	5	None	None
train	wash-post_2016-07-22_republican-assails-elites-as-he-	20	4e07	wash-post	2016-07-22	Philip Rucker,David A. Fahrenthold	Republican assails elites as he accepts party nomination	29	9	None	None
train	wash-post_2016-07-27_bill-clinton-addresses-a-very-di	16	6b86	wash-post	2016-07-27	Dan Balz	Bill Clinton addresses a very different party	0	10	None	None
train	wash-post_2016-07-29_convention-notebook	20	4b22	wash-post	2016-07-29		convention notebook	2	4	None	None
train	wash-post_2016-08-01_byline-amber-phillips	13	d473	wash-post	2016-08-01		BYLINE: Amber Phillips	4	6	None	None
train	wash-post_2016-08-01_snowden-wikileaks-clash-over-dnc	10	6b86	wash-post	2016-08-01	Andrea Peterson	Snowden, WikiLeaks clash over DNC emails	2	5	None	None
train	wash-post_2016-08-06_clinton-acknowledges-that-she-mi	6	4b22	wash-post	2016-08-06	Abby Phillip	Clinton acknowledges that she misspoke about FBI director's testimony	0	1	None	None
train	wash-post_2016-08-09_ivanka-trump-champions-some-work	10	d473	wash-post	2016-08-09	Danielle Paquette	Ivanka Trump champions (some) working moms	13	0	None	None
train	wash-post_2016-08-10_philippine-lawmaker-wants-trump-	20	ef2d	wash-post	2016-08-10	Adam Taylor	Philippine lawmaker wants Trump banned from country	18	0	None	None
train	wash-post_2016-08-26_a-shaky-balancing-act-for-kelly-	6	4e07	wash-post	2016-08-26	Kelsey Snell	A shaky balancing act for Kelly Ayotte	25	5	None	None
train	wash-post_2016-08-28_in-crazy-election-gary-johnson-s	10	4b22	wash-post	2016-08-28	David Weigel	In 'crazy election,' Gary Johnson strives for a spot in presidential debates	5	6	None	None
train	wash-post_2016-09-01_trump-appeared-to-break-down-wal	3	4e07	wash-post	2016-09-01	Dana Milbank	Trump appeared to break down walls with Mexico, only to build them back up	26	1	None	None
train	wash-post_2016-09-03_hacker-who-exposed-clinton-s-use	20	4e07	wash-post	2016-09-03	Rachel Weiner,Spencer S. Hsu	Hacker who exposed Clinton's use of private email gets 52-month sentence	0	1	None	None
train	wash-post_2016-09-04_clinton-s-standing-among-latinos	6	ef2d	wash-post	2016-09-04	Abby Phillip	Clinton's standing among Latinos looks to be weakening	13	16	None	None
train	wash-post_2016-09-04_growing-up-american-only-to-lear	13	ef2d	wash-post	2016-09-04	Tara Bahrampour	Growing up American, only to learn you're not	1	0	None	None
train	wash-post_2016-09-07_five-key-trends-to-watch-ahead-o	16	d473	wash-post	2016-09-07		Five key trends to watch ahead of election	9	6	None	None
train	wash-post_2016-09-07_republican-seeks-new-clinton-inq	13	4e07	wash-post	2016-09-07	Matt Zapotosky	Republican seeks new Clinton inquiry	0	3	None	None
train	wash-post_2016-09-07_split-on-supreme-court-aids-chal	16	ef2d	wash-post	2016-09-07	Robert Barnes	Split on Supreme Court aids challenges to voter-ID laws	0	2	None	None
train	wash-post_2016-09-07_third-party-contenders-are-wild-	3	d473	wash-post	2016-09-07	Scott Clement	Third-party contenders are wild cards	11	14	None	None
train	west-journal_2015-11-10_ben-carson-slams-hillary-and-the	6	4e07	west-journal	2015-11-10	None	Ben Carson Slams Hillary And The Media In One Debate Answer	0	1	None	NA
train	west-journal_2015-11-10_christian-speaker-just-shared-th	20	5fec	west-journal	2015-11-10	None	Christian Speaker Just Shared This ‘Prophetic Prayer’ About Trump – These 3 Words The Dems Will HATE	11	0	None	NA
train	west-journal_2015-11-12_the-fbi-just-made-an-even-bigger	17	5fec	west-journal	2015-11-12	None	The FBI Just Made An Even BIGGER Move Against Hillary Clinton… There’s Nowhere Left To Hide	0	2	None	NA
train	west-journal_2015-11-13_ben-carson-just-dropped-a-powerf	13	d473	west-journal	2015-11-13	None	Ben Carson Just Dropped A Powerful 3-Word Response To Trump’s Stunning Tirade	11	3	None	NA
train	west-journal_2015-11-18_donald-trump-just-revealed-who-h	3	4e07	west-journal	2015-11-18	None	Donald Trump Just Revealed Who He Would Pick For VP – It Might Surprise You	12	0	h/t: The Hill 	NA
train	west-journal_2015-11-21_after-trump-heard-what-his-fox-n	6	ef2d	west-journal	2015-11-21	None	After Trump Heard What His Fox News Nemesis Just Said, He Instantly Unleashes On Twitter	11	1	h/t: IJ Review	NA
train	west-journal_2015-11-23_look-how-trey-gowdy-just-fired-b	10	d473	west-journal	2015-11-23	None	Look How Trey Gowdy Just Fired Back After Getting Hit By Major Legal Action	0	1	None	NA
train	west-journal_2015-11-25_busted-emails-reveal-hillary-aid	13	5fec	west-journal	2015-11-25	None	BUSTED: Emails Reveal Hillary Aid And CNN Reporter Caught Conspiring To Do THIS At Benghazi Hearing	0	1	None	NA
train	west-journal_2015-11-25_hillary-just-vowed-to-never-utte	3	ef2d	west-journal	2015-11-25	None	Hillary Just Vowed To Never Utter These 2 Words During Her Campaign- And It Says A LOT	0	5	None	NA
train	west-journal_2015-12-01_just-leaked-look-at-hillary-s-sh	20	ef2d	west-journal	2015-12-01	None	Just Leaked: Look At Hillary’s Shocking Response To Learning 6 Soldiers Died	0	1	h/t: BizPac Review	NA
train	west-journal_2015-12-03_cnn-just-responded-to-trump-s-ma	17	6b86	west-journal	2015-12-03	None	CNN Just Responded To Trump’s Massive Debate Demand In A Way That Could Cause Mayhem	12	0	None	NA
train	west-journal_2015-12-07_immediately-after-obama-s-terror	10	4e07	west-journal	2015-12-07	None	Immediately After Obama’s Terror Speech, Trump Said The 11 Words Everyone Was Thinking	11	0	h/t: Twitter	NA
train	west-journal_2015-12-09_the-email-that-makes-benghazi-lo	13	ef2d	west-journal	2015-12-09	None	The Email That Makes Benghazi Look Way Worse Was Just Released- Hillary And Obama Hid It For Years	0	1	h/t: BizPac Review	NA
train	west-journal_2015-12-09_time-just-announced-its-person-o	20	4b22	west-journal	2015-12-09	None	‘Time’ Just Announced Its ‘Person Of The Year’ And One Thing Was Immediately Obvious	5	0	h/t: Breitbart	NA
train	west-journal_2015-12-10_something-horrible-was-just-rele	3	d473	west-journal	2015-12-10	None	Something Horrible Was Just Released About Hillary Clinton, And Mainstream Media Is Silencing It	7	10	h/t: The Gateway Pundit	NA
